,tic,Date,TRBC Business Sector Name,Industry Name,Trailing PE,pe_exi
12969,EXC,2021-04,Utilities,Utility (General),18.73,22.358
12970,EXC,2021-05,Utilities,Utility (General),18.73,23.5
12971,EXC,2021-06,Utilities,Utility (General),18.73,23.078
12972,EXC,2021-07,Utilities,Utility (General),18.73,24.375
12973,EXC,2021-08,Utilities,Utility (General),18.73,29.709
12974,EXC,2021-09,Utilities,Utility (General),18.73,29.297
12975,EXC,2021-10,Utilities,Utility (General),18.73,32.236
12976,EXC,2021-11,Utilities,Utility (General),18.73,33.373
12977,EXC,2021-12,Utilities,Utility (General),18.73,36.557
12978,EXPD,2021-01,Transportation,Transportation,48.61,24.129
12979,EXPD,2021-02,Transportation,Transportation,48.61,22.565
12980,EXPD,2021-03,Transportation,Transportation,48.61,26.459
12981,EXPD,2021-04,Transportation,Transportation,48.61,26.993
12982,EXPD,2021-05,Transportation,Transportation,48.61,24.938
12983,EXPD,2021-06,Transportation,Transportation,48.61,25.119
12984,EXPD,2021-07,Transportation,Transportation,48.61,25.446
12985,EXPD,2021-08,Transportation,Transportation,48.61,21.49
12986,EXPD,2021-09,Transportation,Transportation,48.61,20.54
12987,EXPD,2021-10,Transportation,Transportation,48.61,21.252
12988,EXPD,2021-11,Transportation,Transportation,48.61,17.965
12989,EXPD,2021-12,Transportation,Transportation,48.61,19.836
12990,EXPE,2021-01,Cyclical Consumer Services,Business & Consumer Services,44.22,-7.95
12991,EXPE,2021-02,Cyclical Consumer Services,Business & Consumer Services,44.22,-8.474
12992,EXPE,2021-03,Cyclical Consumer Services,Business & Consumer Services,44.22,-9.059
12993,EXPE,2021-04,Cyclical Consumer Services,Business & Consumer Services,44.22,-9.275
12994,EXPE,2021-05,Cyclical Consumer Services,Business & Consumer Services,44.22,-12.676
12995,EXPE,2021-06,Cyclical Consumer Services,Business & Consumer Services,44.22,-11.727
12996,EXPE,2021-07,Cyclical Consumer Services,Business & Consumer Services,44.22,-11.524
12997,EXPE,2021-08,Cyclical Consumer Services,Business & Consumer Services,44.22,-13.619
12998,EXPE,2021-09,Cyclical Consumer Services,Business & Consumer Services,44.22,-15.448
12999,EXPE,2021-10,Cyclical Consumer Services,Business & Consumer Services,44.22,-15.496
13000,EXPE,2021-11,Cyclical Consumer Services,Business & Consumer Services,44.22,-24.556
13001,EXPE,2021-12,Cyclical Consumer Services,Business & Consumer Services,44.22,-27.549
13014,F,2021-01,Automobiles & Auto Parts,Auto & Truck,261.56,-263.25
13015,F,2021-02,Automobiles & Auto Parts,Auto & Truck,261.56,-36.563
13016,F,2021-03,Automobiles & Auto Parts,Auto & Truck,261.56,-38.281
13017,F,2021-04,Automobiles & Auto Parts,Auto & Truck,261.56,-36.063
13018,F,2021-05,Automobiles & Auto Parts,Auto & Truck,261.56,14.677
13019,F,2021-06,Automobiles & Auto Parts,Auto & Truck,261.56,15.01
13020,F,2021-07,Automobiles & Auto Parts,Auto & Truck,261.56,14.091
13021,F,2021-08,Automobiles & Auto Parts,Auto & Truck,261.56,15.329
13022,F,2021-09,Automobiles & Auto Parts,Auto & Truck,261.56,16.659
13023,F,2021-10,Automobiles & Auto Parts,Auto & Truck,261.56,20.094
13024,F,2021-11,Automobiles & Auto Parts,Auto & Truck,261.56,27.414
13025,F,2021-12,Automobiles & Auto Parts,Auto & Truck,261.56,29.671
13026,FANG,2021-01,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-2.104
13027,FANG,2021-02,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-2.423
13028,FANG,2021-03,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-2.57
13029,FANG,2021-04,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-2.859
13030,FANG,2021-05,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-3.133
13031,FANG,2021-06,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-3.673
13032,FANG,2021-07,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-3.018
13033,FANG,2021-08,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-8.897
13034,FANG,2021-09,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-10.919
13035,FANG,2021-10,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,-12.363
13036,FANG,2021-11,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,53.365
13037,FANG,2021-12,Energy - Fossil Fuels,Oil/Gas (Integrated),52.5,53.925
13038,FAST,2021-01,Industrial Goods,Machinery,46.09,31.226
13039,FAST,2021-02,Industrial Goods,Machinery,46.09,31.121
13040,FAST,2021-03,Industrial Goods,Machinery,46.09,33.745
13041,FAST,2021-04,Industrial Goods,Machinery,46.09,35.087
13042,FAST,2021-05,Industrial Goods,Machinery,46.09,35.126
13043,FAST,2021-06,Industrial Goods,Machinery,46.09,34.437
13044,FAST,2021-07,Industrial Goods,Machinery,46.09,36.272
13045,FAST,2021-08,Industrial Goods,Machinery,46.09,37.233
13046,FAST,2021-09,Industrial Goods,Machinery,46.09,34.407
13047,FAST,2021-10,Industrial Goods,Machinery,46.09,38.053
13048,FAST,2021-11,Industrial Goods,Machinery,46.09,38.422
13049,FAST,2021-12,Industrial Goods,Machinery,46.09,41.597
13050,FCX,2021-01,Mineral Resources,Metals & Mining,44.42,-336.38
13051,FCX,2021-02,Mineral Resources,Metals & Mining,44.42,82.707
13052,FCX,2021-03,Mineral Resources,Metals & Mining,44.42,80.317
13053,FCX,2021-04,Mineral Resources,Metals & Mining,44.42,91.976
13054,FCX,2021-05,Mineral Resources,Metals & Mining,44.42,35.306
13055,FCX,2021-06,Mineral Resources,Metals & Mining,44.42,30.669
13056,FCX,2021-07,Mineral Resources,Metals & Mining,44.42,31.488
13057,FCX,2021-08,Mineral Resources,Metals & Mining,44.42,19.052
13058,FCX,2021-09,Mineral Resources,Metals & Mining,44.42,17.031
13059,FCX,2021-10,Mineral Resources,Metals & Mining,44.42,19.749
13060,FCX,2021-11,Mineral Resources,Metals & Mining,44.42,14.045
13061,FCX,2021-12,Mineral Resources,Metals & Mining,44.42,15.807
13062,FDS,2021-01,Industrial & Commercial Services,Business & Consumer Services,44.22,30.726
13063,FDS,2021-02,Industrial & Commercial Services,Business & Consumer Services,44.22,30.885
13064,FDS,2021-03,Industrial & Commercial Services,Business & Consumer Services,44.22,31.361
13065,FDS,2021-04,Industrial & Commercial Services,Business & Consumer Services,44.22,33.488
13066,FDS,2021-05,Industrial & Commercial Services,Business & Consumer Services,44.22,33.303
13067,FDS,2021-06,Industrial & Commercial Services,Business & Consumer Services,44.22,33.427
13068,FDS,2021-07,Industrial & Commercial Services,Business & Consumer Services,44.22,35.657
13069,FDS,2021-08,Industrial & Commercial Services,Business & Consumer Services,44.22,37.946
13070,FDS,2021-09,Industrial & Commercial Services,Business & Consumer Services,44.22,39.399
13071,FDS,2021-10,Industrial & Commercial Services,Business & Consumer Services,44.22,42.847
13072,FDS,2021-11,Industrial & Commercial Services,Business & Consumer Services,44.22,45.229
13073,FDS,2021-12,Industrial & Commercial Services,Business & Consumer Services,44.22,46.912
13074,FDX,2021-01,Transportation,Transportation,48.61,25.636
13075,FDX,2021-02,Transportation,Transportation,48.61,27.723
13076,FDX,2021-03,Transportation,Transportation,48.61,30.941
13077,FDX,2021-04,Transportation,Transportation,48.61,25.76
13078,FDX,2021-05,Transportation,Transportation,48.61,27.933
13079,FDX,2021-06,Transportation,Transportation,48.61,26.471
13080,FDX,2021-07,Transportation,Transportation,48.61,14.393
13081,FDX,2021-08,Transportation,Transportation,48.61,13.66
13082,FDX,2021-09,Transportation,Transportation,48.61,11.275
13083,FDX,2021-10,Transportation,Transportation,48.61,12.515
13084,FDX,2021-11,Transportation,Transportation,48.61,12.241
13085,FDX,2021-12,Transportation,Transportation,48.61,13.743
13086,FE,2021-01,Utilities,Utility (General),18.73,27.221
13087,FE,2021-02,Utilities,Utility (General),18.73,17.914
13088,FE,2021-03,Utilities,Utility (General),18.73,18.751
13089,FE,2021-04,Utilities,Utility (General),18.73,20.497
13090,FE,2021-05,Utilities,Utility (General),18.73,15.601
13091,FE,2021-06,Utilities,Utility (General),18.73,15.313
13092,FE,2021-07,Utilities,Utility (General),18.73,15.77
13093,FE,2021-08,Utilities,Utility (General),18.73,19.832
13094,FE,2021-09,Utilities,Utility (General),18.73,18.173
13095,FE,2021-10,Utilities,Utility (General),18.73,19.658
13096,FE,2021-11,Utilities,Utility (General),18.73,20.139
13097,FE,2021-12,Utilities,Utility (General),18.73,22.241
13098,FFIV,2021-01,Software & IT Services,Software (System & Application),148.99,39.112
13099,FFIV,2021-02,Software & IT Services,Software (System & Application),148.99,39.497
13100,FFIV,2021-03,Software & IT Services,Software (System & Application),148.99,43.372
13101,FFIV,2021-04,Software & IT Services,Software (System & Application),148.99,38.827
13102,FFIV,2021-05,Software & IT Services,Software (System & Application),148.99,41.207
13103,FFIV,2021-06,Software & IT Services,Software (System & Application),148.99,41.48
13104,FFIV,2021-07,Software & IT Services,Software (System & Application),148.99,45.891
13105,FFIV,2021-08,Software & IT Services,Software (System & Application),148.99,42.322
13106,FFIV,2021-09,Software & IT Services,Software (System & Application),148.99,41.326
13107,FFIV,2021-10,Software & IT Services,Software (System & Application),148.99,43.898
13108,FFIV,2021-11,Software & IT Services,Software (System & Application),148.99,42.618
13109,FFIV,2021-12,Software & IT Services,Software (System & Application),148.99,45.826
13122,FICO,2021-01,Software & IT Services,Software (System & Application),148.99,56.976
13123,FICO,2021-02,Software & IT Services,Software (System & Application),148.99,51.009
13124,FICO,2021-03,Software & IT Services,Software (System & Application),148.99,54.186
13125,FICO,2021-04,Software & IT Services,Software (System & Application),148.99,58.128
13126,FICO,2021-05,Software & IT Services,Software (System & Application),148.99,54.066
13127,FICO,2021-06,Software & IT Services,Software (System & Application),148.99,53.705
13128,FICO,2021-07,Software & IT Services,Software (System & Application),148.99,55.973
13129,FICO,2021-08,Software & IT Services,Software (System & Application),148.99,37.196
13130,FICO,2021-09,Software & IT Services,Software (System & Application),148.99,32.195
13131,FICO,2021-10,Software & IT Services,Software (System & Application),148.99,32.217
13132,FICO,2021-11,Software & IT Services,Software (System & Application),148.99,26.353
13133,FICO,2021-12,Software & IT Services,Software (System & Application),148.99,32.363
13134,FIS,2021-01,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,-558.45
13135,FIS,2021-02,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,419.8
13136,FIS,2021-03,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,451.727
13137,FIS,2021-04,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,474.5
13138,FIS,2021-05,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,-392.05
13139,FIS,2021-06,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,-372.82
13140,FIS,2021-07,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,-392.24
13141,FIS,2021-08,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,430.6
13142,FIS,2021-09,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,486.831
13143,FIS,2021-10,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,492.5
13144,FIS,2021-11,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,290.278
13145,FIS,2021-12,Financial Technology (Fintech) & Infrastructure,Financial Svcs. (Non-bank & Insurance),21.86,303.194
13146,FLT,2021-01,Industrial & Commercial Services,Business & Consumer Services,44.22,29.318
13147,FLT,2021-02,Industrial & Commercial Services,Business & Consumer Services,44.22,34.151
13148,FLT,2021-03,Industrial & Commercial Services,Business & Consumer Services,44.22,33.083
13149,FLT,2021-04,Industrial & Commercial Services,Business & Consumer Services,44.22,35.433
13150,FLT,2021-05,Industrial & Commercial Services,Business & Consumer Services,44.22,31.875
13151,FLT,2021-06,Industrial & Commercial Services,Business & Consumer Services,44.22,29.74
13152,FLT,2021-07,Industrial & Commercial Services,Business & Consumer Services,44.22,29.991
13153,FLT,2021-08,Industrial & Commercial Services,Business & Consumer Services,44.22,28.996
13154,FLT,2021-09,Industrial & Commercial Services,Business & Consumer Services,44.22,28.774
13155,FLT,2021-10,Industrial & Commercial Services,Business & Consumer Services,44.22,27.248
13156,FLT,2021-11,Industrial & Commercial Services,Business & Consumer Services,44.22,21.398
13157,FLT,2021-12,Industrial & Commercial Services,Business & Consumer Services,44.22,23.124
13158,FMC,2021-01,Chemicals,Chemical (Diversified),17.19,24.894
13159,FMC,2021-02,Chemicals,Chemical (Diversified),17.19,22.903
13160,FMC,2021-03,Chemicals,Chemical (Diversified),17.19,24.912
13161,FMC,2021-04,Chemicals,Chemical (Diversified),17.19,26.631
13162,FMC,2021-05,Chemicals,Chemical (Diversified),17.19,27.392
13163,FMC,2021-06,Chemicals,Chemical (Diversified),17.19,25.399
13164,FMC,2021-07,Chemicals,Chemical (Diversified),17.19,25.106
13165,FMC,2021-08,Chemicals,Chemical (Diversified),17.19,20.946
13166,FMC,2021-09,Chemicals,Chemical (Diversified),17.19,20.483
13167,FMC,2021-10,Chemicals,Chemical (Diversified),17.19,20.36
13168,FMC,2021-11,Chemicals,Chemical (Diversified),17.19,20.873
13169,FMC,2021-12,Chemicals,Chemical (Diversified),17.19,22.894
13170,FOXA,2021-01,Cyclical Consumer Services,Business & Consumer Services,44.22,11.811
13171,FOXA,2021-02,Cyclical Consumer Services,Business & Consumer Services,44.22,13.114
13172,FOXA,2021-03,Cyclical Consumer Services,Business & Consumer Services,44.22,14.217
13173,FOXA,2021-04,Cyclical Consumer Services,Business & Consumer Services,44.22,14.732
13174,FOXA,2021-05,Cyclical Consumer Services,Business & Consumer Services,44.22,11.083
13175,FOXA,2021-06,Cyclical Consumer Services,Business & Consumer Services,44.22,11.018
13176,FOXA,2021-07,Cyclical Consumer Services,Business & Consumer Services,44.22,10.582
13177,FOXA,2021-08,Cyclical Consumer Services,Business & Consumer Services,44.22,10.371
13178,FOXA,2021-09,Cyclical Consumer Services,Business & Consumer Services,44.22,11.111
13179,FOXA,2021-10,Cyclical Consumer Services,Business & Consumer Services,44.22,11.008
13180,FOXA,2021-11,Cyclical Consumer Services,Business & Consumer Services,44.22,12.024
13181,FOXA,2021-12,Cyclical Consumer Services,Business & Consumer Services,44.22,12.424
13182,FSLR,2021-01,Renewable Energy,Green & Renewable Energy,40.67,47.44
13183,FSLR,2021-02,Renewable Energy,Green & Renewable Energy,40.67,21.721
13184,FSLR,2021-03,Renewable Energy,Green & Renewable Energy,40.67,23.405
13185,FSLR,2021-04,Renewable Energy,Green & Renewable Energy,40.67,20.517
13186,FSLR,2021-05,Renewable Energy,Green & Renewable Energy,40.67,15.725
13187,FSLR,2021-06,Renewable Energy,Green & Renewable Energy,40.67,18.7
13188,FSLR,2021-07,Renewable Energy,Green & Renewable Energy,40.67,17.777
13189,FSLR,2021-08,Renewable Energy,Green & Renewable Energy,40.67,17.871
13190,FSLR,2021-09,Renewable Energy,Green & Renewable Energy,40.67,18.148
13191,FSLR,2021-10,Renewable Energy,Green & Renewable Energy,40.67,22.736
13192,FSLR,2021-11,Renewable Energy,Green & Renewable Energy,40.67,24.434
13193,FSLR,2021-12,Renewable Energy,Green & Renewable Energy,40.67,20.557
13194,FTNT,2021-01,Software & IT Services,Software (System & Application),148.99,10.722
13195,FTNT,2021-02,Software & IT Services,Software (System & Application),148.99,58.024
13196,FTNT,2021-03,Software & IT Services,Software (System & Application),148.99,63.375
13197,FTNT,2021-04,Software & IT Services,Software (System & Application),148.99,70.182
13198,FTNT,2021-05,Software & IT Services,Software (System & Application),148.99,14.766
13199,FTNT,2021-06,Software & IT Services,Software (System & Application),148.99,16.094
13200,FTNT,2021-07,Software & IT Services,Software (System & Application),148.99,18.395
13201,FTNT,2021-08,Software & IT Services,Software (System & Application),148.99,20.266
13202,FTNT,2021-09,Software & IT Services,Software (System & Application),148.99,18.781
13203,FTNT,2021-10,Software & IT Services,Software (System & Application),148.99,21.63
13204,FTNT,2021-11,Software & IT Services,Software (System & Application),148.99,19.947
13205,FTNT,2021-12,Software & IT Services,Software (System & Application),148.99,21.586
13206,FTV,2021-01,Industrial Goods,Machinery,46.09,71.826
13207,FTV,2021-02,Industrial Goods,Machinery,46.09,16.252
13208,FTV,2021-03,Industrial Goods,Machinery,46.09,17.442
13209,FTV,2021-04,Industrial Goods,Machinery,46.09,17.486
13210,FTV,2021-05,Industrial Goods,Machinery,46.09,17.818
13211,FTV,2021-06,Industrial Goods,Machinery,46.09,17.135
13212,FTV,2021-07,Industrial Goods,Machinery,46.09,17.853
13213,FTV,2021-08,Industrial Goods,Machinery,46.09,16.675
13214,FTV,2021-09,Industrial Goods,Machinery,46.09,15.93
13215,FTV,2021-10,Industrial Goods,Machinery,46.09,17.09
13216,FTV,2021-11,Industrial Goods,Machinery,46.09,15.886
13217,FTV,2021-12,Industrial Goods,Machinery,46.09,16.406
13218,GD,2021-01,Industrial Goods,Machinery,46.09,13.298
13219,GD,2021-02,Industrial Goods,Machinery,46.09,14.861
13220,GD,2021-03,Industrial Goods,Machinery,46.09,16.505
13221,GD,2021-04,Industrial Goods,Machinery,46.09,17.294
13222,GD,2021-05,Industrial Goods,Machinery,46.09,17.186
13223,GD,2021-06,Industrial Goods,Machinery,46.09,17.037
13224,GD,2021-07,Industrial Goods,Machinery,46.09,17.74
13225,GD,2021-08,Industrial Goods,Machinery,46.09,17.433
13226,GD,2021-09,Industrial Goods,Machinery,46.09,17.061
13227,GD,2021-10,Industrial Goods,Machinery,46.09,17.646
13228,GD,2021-11,Industrial Goods,Machinery,46.09,16.221
13229,GD,2021-12,Industrial Goods,Machinery,46.09,17.894
13230,GE,2021-01,Consumer Goods Conglomerates,Household Products,36.29,174.367
13231,GE,2021-02,Consumer Goods Conglomerates,Household Products,36.29,21.254
13232,GE,2021-03,Consumer Goods Conglomerates,Household Products,36.29,22.254
13233,GE,2021-04,Consumer Goods Conglomerates,Household Products,36.29,22.237
13234,GE,2021-05,Consumer Goods Conglomerates,Household Products,36.29,-493.29
13235,GE,2021-06,Consumer Goods Conglomerates,Household Products,36.29,-507.0
13236,GE,2021-07,Consumer Goods Conglomerates,Household Products,36.29,-447.27
13237,GE,2021-08,Consumer Goods Conglomerates,Household Products,36.29,430.6
13238,GE,2021-09,Consumer Goods Conglomerates,Household Products,36.29,486.831
13239,GE,2021-10,Consumer Goods Conglomerates,Household Products,36.29,492.5
13240,GE,2021-11,Consumer Goods Conglomerates,Household Products,36.29,49.733
13241,GE,2021-12,Consumer Goods Conglomerates,Household Products,36.29,49.461
13242,GEN,2021-01,Software & IT Services,Software (System & Application),148.99,-1.201
13243,GEN,2021-02,Software & IT Services,Software (System & Application),148.99,-1.496
13254,GILD,2021-01,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,66.939
13255,GILD,2021-02,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,419.8
13256,GILD,2021-03,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,451.727
13257,GILD,2021-04,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,474.5
13258,GILD,2021-05,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,287.435
13259,GILD,2021-06,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,299.391
13260,GILD,2021-07,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,296.913
13261,GILD,2021-08,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,17.751
13262,GILD,2021-09,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,17.037
13263,GILD,2021-10,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,15.824
13264,GILD,2021-11,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,11.763
13265,GILD,2021-12,Pharmaceuticals & Medical Research,Drugs (Pharmaceutical),34.54,12.391
13266,GIS,2021-01,Food & Beverages,Food Processing,375.19,14.897
13267,GIS,2021-02,Food & Beverages,Food Processing,375.19,14.105
13268,GIS,2021-03,Food & Beverages,Food Processing,375.19,15.723
13269,GIS,2021-04,Food & Beverages,Food Processing,375.19,14.772
13270,GIS,2021-05,Food & Beverages,Food Processing,375.19,15.257
13271,GIS,2021-06,Food & Beverages,Food Processing,375.19,14.789
13272,GIS,2021-07,Food & Beverages,Food Processing,375.19,15.571
13273,GIS,2021-08,Food & Beverages,Food Processing,375.19,15.294
13274,GIS,2021-09,Food & Beverages,Food Processing,375.19,15.825
13275,GIS,2021-10,Food & Beverages,Food Processing,375.19,16.393
13276,GIS,2021-11,Food & Beverages,Food Processing,375.19,16.385
13277,GIS,2021-12,Food & Beverages,Food Processing,375.19,17.873
13278,GL,2021-01,Insurance,Insurance (General),50.36,13.716
13279,GL,2021-02,Insurance,Insurance (General),50.36,13.695
13280,GL,2021-03,Insurance,Insurance (General),50.36,14.169
13281,GL,2021-04,Insurance,Insurance (General),50.36,15.028
13282,GL,2021-05,Insurance,Insurance (General),50.36,15.039
13283,GL,2021-06,Insurance,Insurance (General),50.36,13.588
13284,GL,2021-07,Insurance,Insurance (General),50.36,13.282
13285,GL,2021-08,Insurance,Insurance (General),50.36,13.142
13286,GL,2021-09,Insurance,Insurance (General),50.36,12.179
13287,GL,2021-10,Insurance,Insurance (General),50.36,12.178
13288,GL,2021-11,Insurance,Insurance (General),50.36,11.71
13289,GL,2021-12,Insurance,Insurance (General),50.36,12.682
13290,GLW,2021-01,Technology Equipment,Computers/Peripherals,27.25,143.48
13291,GLW,2021-02,Technology Equipment,Computers/Peripherals,27.25,70.815
13292,GLW,2021-03,Technology Equipment,Computers/Peripherals,27.25,80.574
13293,GLW,2021-04,Technology Equipment,Computers/Peripherals,27.25,81.87
13294,GLW,2021-05,Technology Equipment,Computers/Peripherals,27.25,33.562
13295,GLW,2021-06,Technology Equipment,Computers/Peripherals,27.25,31.462
13296,GLW,2021-07,Technology Equipment,Computers/Peripherals,27.25,32.2
13297,GLW,2021-08,Technology Equipment,Computers/Peripherals,27.25,38.825
13298,GLW,2021-09,Technology Equipment,Computers/Peripherals,27.25,35.427
13299,GLW,2021-10,Technology Equipment,Computers/Peripherals,27.25,34.534
13300,GLW,2021-11,Technology Equipment,Computers/Peripherals,27.25,37.465
13301,GLW,2021-12,Technology Equipment,Computers/Peripherals,27.25,37.606
13302,GM,2021-01,Automobiles & Auto Parts,Auto & Truck,261.56,22.625
13303,GM,2021-02,Automobiles & Auto Parts,Auto & Truck,261.56,11.855
13304,GM,2021-03,Automobiles & Auto Parts,Auto & Truck,261.56,13.27
13305,GM,2021-04,Automobiles & Auto Parts,Auto & Truck,261.56,13.215
13306,GM,2021-05,Automobiles & Auto Parts,Auto & Truck,261.56,9.597
13307,GM,2021-06,Automobiles & Auto Parts,Auto & Truck,261.56,9.574
13308,GM,2021-07,Automobiles & Auto Parts,Auto & Truck,261.56,9.197
13309,GM,2021-08,Automobiles & Auto Parts,Auto & Truck,261.56,5.672
13310,GM,2021-09,Automobiles & Auto Parts,Auto & Truck,261.56,6.101
13311,GM,2021-10,Automobiles & Auto Parts,Auto & Truck,261.56,6.3
13312,GM,2021-11,Automobiles & Auto Parts,Auto & Truck,261.56,7.737
13313,GM,2021-12,Automobiles & Auto Parts,Auto & Truck,261.56,7.838
13314,GNRC,2021-01,Industrial Goods,Machinery,46.09,53.222
13315,GNRC,2021-02,Industrial Goods,Machinery,46.09,60.139
13316,GNRC,2021-03,Industrial Goods,Machinery,46.09,59.754
13317,GNRC,2021-04,Industrial Goods,Machinery,46.09,59.115
13318,GNRC,2021-05,Industrial Goods,Machinery,46.09,46.039
13319,GNRC,2021-06,Industrial Goods,Machinery,46.09,58.144
13320,GNRC,2021-07,Industrial Goods,Machinery,46.09,58.734
13321,GNRC,2021-08,Industrial Goods,Machinery,46.09,53.749
13322,GNRC,2021-09,Industrial Goods,Machinery,46.09,50.267
13323,GNRC,2021-10,Industrial Goods,Machinery,46.09,61.323
13324,GNRC,2021-11,Industrial Goods,Machinery,46.09,51.121
13325,GNRC,2021-12,Industrial Goods,Machinery,46.09,42.709
13326,GOOGL,2021-01,Software & IT Services,Software (System & Application),148.99,1.766
13327,GOOGL,2021-02,Software & IT Services,Software (System & Application),148.99,34.498
13328,GOOGL,2021-03,Software & IT Services,Software (System & Application),148.99,35.191
13329,GOOGL,2021-04,Software & IT Services,Software (System & Application),148.99,40.155
13330,GOOGL,2021-05,Software & IT Services,Software (System & Application),148.99,1.569
13331,GOOGL,2021-06,Software & IT Services,Software (System & Application),148.99,1.625
13332,GOOGL,2021-07,Software & IT Services,Software (System & Application),148.99,1.793
13333,GOOGL,2021-08,Software & IT Services,Software (System & Application),148.99,1.569
13334,GOOGL,2021-09,Software & IT Services,Software (System & Application),148.99,1.449
13335,GOOGL,2021-10,Software & IT Services,Software (System & Application),148.99,1.605
13336,GOOGL,2021-11,Software & IT Services,Software (System & Application),148.99,1.367
13337,GOOGL,2021-12,Software & IT Services,Software (System & Application),148.99,1.395
13338,GPC,2021-01,Automobiles & Auto Parts,Auto & Truck,261.56,195.583
13339,GPC,2021-02,Automobiles & Auto Parts,Auto & Truck,261.56,93.23
13340,GPC,2021-03,Automobiles & Auto Parts,Auto & Truck,261.56,102.292
13341,GPC,2021-04,Automobiles & Auto Parts,Auto & Truck,261.56,110.593
13342,GPC,2021-05,Automobiles & Auto Parts,Auto & Truck,261.56,74.079
13343,GPC,2021-06,Automobiles & Auto Parts,Auto & Truck,261.56,71.452
13344,GPC,2021-07,Automobiles & Auto Parts,Auto & Truck,261.56,71.706
13345,GPC,2021-08,Automobiles & Auto Parts,Auto & Truck,261.56,21.665
13346,GPC,2021-09,Automobiles & Auto Parts,Auto & Truck,261.56,21.495
13347,GPC,2021-10,Automobiles & Auto Parts,Auto & Truck,261.56,23.246
13348,GPC,2021-11,Automobiles & Auto Parts,Auto & Truck,261.56,22.73
13349,GPC,2021-12,Automobiles & Auto Parts,Auto & Truck,261.56,24.947
13350,GPN,2021-01,Industrial & Commercial Services,Business & Consumer Services,44.22,105.071
13351,GPN,2021-02,Industrial & Commercial Services,Business & Consumer Services,44.22,101.533
13352,GPN,2021-03,Industrial & Commercial Services,Business & Consumer Services,44.22,103.374
13353,GPN,2021-04,Industrial & Commercial Services,Business & Consumer Services,44.22,110.067
13354,GPN,2021-05,Industrial & Commercial Services,Business & Consumer Services,44.22,90.944
13355,GPN,2021-06,Industrial & Commercial Services,Business & Consumer Services,44.22,88.047
13356,GPN,2021-07,Industrial & Commercial Services,Business & Consumer Services,44.22,90.803
13357,GPN,2021-08,Industrial & Commercial Services,Business & Consumer Services,44.22,56.083
13358,GPN,2021-09,Industrial & Commercial Services,Business & Consumer Services,44.22,54.338
13359,GPN,2021-10,Industrial & Commercial Services,Business & Consumer Services,44.22,49.307
13360,GPN,2021-11,Industrial & Commercial Services,Business & Consumer Services,44.22,37.552
13361,GPN,2021-12,Industrial & Commercial Services,Business & Consumer Services,44.22,42.644
13374,GS,2021-01,Banking & Investment Services,Banks (Regional),15.39,15.638
13375,GS,2021-02,Banking & Investment Services,Banks (Regional),15.39,12.914
13376,GS,2021-03,Banking & Investment Services,Banks (Regional),15.39,13.217
13377,GS,2021-04,Banking & Investment Services,Banks (Regional),15.39,14.084
13378,GS,2021-05,Banking & Investment Services,Banks (Regional),15.39,9.257
13379,GS,2021-06,Banking & Investment Services,Banks (Regional),15.39,9.443
